Best Parameters,CV Mean Accuracy,CV Std,Train Accuracy,Train Precision,Train Recall,Train F1-Score,Train ROC-AUC
"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.9}",0.5920,0.0993,1.0000,1.0000,1.0000,1.0000,1.0000
