Best Parameters,CV Mean Accuracy,CV Std,Train Accuracy,Train Precision,Train Recall,Train F1-Score,Train ROC-AUC
"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.8}",0.6160,0.0599,0.9360,0.9508,0.9206,0.9355,0.9892
